Level	Date and Time	Source	Event ID	Task Category
Information	9/6/2016 9:08:50 AM	Microsoft-Windows-TPM-WMI	1026	None	"The Trusted Platform Module (TPM) hardware on this computer cannot be provisioned for use automatically.  To set up the TPM interactively use the TPM management console (Start->tpm.msc) and use the action to make the TPM ready.

Error: The TPM provisioning action is not allowed by the specified flags.  For provisioning to be successful, one of several actions may be required.  The TPM management console (tpm.msc) action to make the TPM Ready may help.  For further information, see the documentation for the Win32_Tpm WMI method 'Provision'.  (The actions that may be required include importing the TPM Owner Authorization value into the system, calling the Win32_Tpm WMI method for provisioning the TPM and specifying TRUE for either 'ForceClear_Allowed' or 'PhysicalPresencePrompts_Allowed' (as indicated by the value returned in the Additional Information), or enabling the TPM in the system BIOS.)
Additional Information: 0x80011c"
Error	9/6/2016 9:08:50 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:49 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:49 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:48 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:48 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:48 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:47 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:47 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:46 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:46 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:45 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:45 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:44 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:44 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:43 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:43 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:42 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:42 AM	Microsoft-Windows-TPM-WMI	1026	None	"The Trusted Platform Module (TPM) hardware on this computer cannot be provisioned for use automatically.  To set up the TPM interactively use the TPM management console (Start->tpm.msc) and use the action to make the TPM ready.

Error: The TPM provisioning action is not allowed by the specified flags.  For provisioning to be successful, one of several actions may be required.  The TPM management console (tpm.msc) action to make the TPM Ready may help.  For further information, see the documentation for the Win32_Tpm WMI method 'Provision'.  (The actions that may be required include importing the TPM Owner Authorization value into the system, calling the Win32_Tpm WMI method for provisioning the TPM and specifying TRUE for either 'ForceClear_Allowed' or 'PhysicalPresencePrompts_Allowed' (as indicated by the value returned in the Additional Information), or enabling the TPM in the system BIOS.)
Additional Information: 0x80011c"
Error	9/6/2016 9:08:42 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:41 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:41 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:40 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:40 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:39 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:39 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:38 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:38 AM	TPM	18	None	This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information	9/6/2016 9:08:38 AM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
cdrom
dam"
Information	9/6/2016 9:08:37 AM	Microsoft-Windows-Ntfs	98	None	Volume F: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	9/6/2016 9:08:36 AM	VMnetuserif	1	None	() Starting up the User Interface Driver for VMware Virtual Networks.
Information	9/6/2016 9:08:36 AM	vmx86	34	None	"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry built @ 17:11:03
"
Error	9/6/2016 9:08:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:31 AM	Microsoft-Windows-WLAN-AutoConfig	10001	None	"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\System32\IWMSSvc.dll
"
Error	9/6/2016 9:08:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:31 AM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Error	9/6/2016 9:08:31 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	9/6/2016 9:08:31 AM	Lfsvc	1	None	Geolocation positioning is enabled.
Error	9/6/2016 9:08:30 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:30 AM	VMnetBridge	10	None	() Starting up the Bridge Driver for VMware Virtual Networks.
Warning	9/6/2016 9:08:30 AM	Microsoft-Windows-TaskScheduler	414	Task Misconfiguration	Task Scheduler service found a misconfiguration in the NT TASK\DolbySelectorTask definition. Additional Data: Error Value: %ProgramFiles%\Dolby Digital Plus\ddp.exe.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcnfs' (10.0, ‎2016‎-‎07‎-‎15T20:28:27.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎2016‎-‎07‎-‎15T20:26:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎2016‎-‎07‎-‎15T20:27:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2016‎-‎07‎-‎15T20:21:48.000000000Z) has successfully loaded and registered with Filter Manager.
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	9/6/2016 9:08:30 AM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Error	9/6/2016 9:08:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:29 AM	BTHUSB	35	None	Bluetooth radio enablement has been accepted due to policy Connectivity\AllowBluetooth.
Information	9/6/2016 9:08:29 AM	BTHUSB	36	None	Bluetooth radio has accepted advertising due to policy Bluetooth\AllowAdvertising.
Information	9/6/2016 9:08:29 AM	BTHUSB	37	None	Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode.
Information	9/6/2016 9:08:29 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\ServicesAllowedList has value of: *
Information	9/6/2016 9:08:29 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowAdvertising has value of: 1
Information	9/6/2016 9:08:29 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Bluetooth\AllowDiscoverableMode has value of: 1
Information	9/6/2016 9:08:29 AM	BTHUSB	34	None	A Bluetooth policy has changed.  Policy Connectivity\AllowBluetooth has value of: 2
Information	9/6/2016 9:08:29 AM	Win32k	267	None	"The description for Event ID 267 from source Win32k cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The specified resource type cannot be found in the image file
"
Information	9/6/2016 9:08:29 AM	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Error	9/6/2016 9:08:29 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:28 AM	Microsoft-Windows-Wininit	14	None	Credential Guard (LsaIso.exe) configuration: 0x0, 0
Information	9/6/2016 9:08:28 AM	e1dexpress	32	None	"Intel(R) Ethernet Connection (3) I218-LM
 Network link has been established at 1Gbps full duplex.
"
Error	9/6/2016 9:08:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Error	9/6/2016 9:08:28 AM	disk	154	None	The IO operation at logical block address 0x0 for Disk 1 (PDO name: \Device\00000063) failed due to a hardware error.
Information	9/6/2016 9:08:27 AM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning	9/6/2016 9:08:27 AM	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WUDFRd failed to load for the device USB\VID_138A&PID_0017\ed7a1ef73db9.
Information	9/6/2016 9:08:27 AM	Microsoft-Windows-DriverFrameworks-UserMode	10114	Startup of the UMDF reflector	WUDFPf (part of UMDF) did not load yet. After it does, Windows will start the device again.
Information	9/6/2016 9:08:24 AM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/6/2016 9:08:24 AM	Netwtw04	7002	None	"The description for Event ID 7002 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/6/2016 9:08:24 AM	Netwtw04	7001	None	"The description for Event ID 7001 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP5
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
